1731067770.652342322: PING 192.168.6.31 (192.168.6.31) 56(84) bytes of data.
1731067869.848119085: 64 bytes from 192.168.6.31: icmp_seq=199 ttl=63 time=6.29 ms
1731067870.346112997: 64 bytes from 192.168.6.31: icmp_seq=200 ttl=63 time=3.29 ms
1731067870.846627950: 64 bytes from 192.168.6.31: icmp_seq=201 ttl=63 time=3.92 ms
1731067871.395572260: 64 bytes from 192.168.6.31: icmp_seq=202 ttl=63 time=16.2 ms
1731067871.858622421: 64 bytes from 192.168.6.31: icmp_seq=203 ttl=63 time=8.52 ms
1731067872.352075348: 64 bytes from 192.168.6.31: icmp_seq=204 ttl=63 time=1.59 ms
1731067872.853755881: 64 bytes from 192.168.6.31: icmp_seq=205 ttl=63 time=1.92 ms
1731067873.354743813: 64 bytes from 192.168.6.31: icmp_seq=206 ttl=63 time=1.94 ms
1731067873.855126870: 64 bytes from 192.168.6.31: icmp_seq=207 ttl=63 time=1.52 ms
1731067874.357203714: 64 bytes from 192.168.6.31: icmp_seq=208 ttl=63 time=2.80 ms
1731067874.857654892: 64 bytes from 192.168.6.31: icmp_seq=209 ttl=63 time=1.98 ms
1731067875.358088943: 64 bytes from 192.168.6.31: icmp_seq=210 ttl=63 time=1.68 ms
1731067875.859865734: 64 bytes from 192.168.6.31: icmp_seq=211 ttl=63 time=2.18 ms
1731067876.367237185: 64 bytes from 192.168.6.31: icmp_seq=212 ttl=63 time=9.56 ms
1731067876.861288446: 64 bytes from 192.168.6.31: icmp_seq=213 ttl=63 time=1.56 ms
1731067877.362493062: 64 bytes from 192.168.6.31: icmp_seq=214 ttl=63 time=1.96 ms
1731067877.863004709: 64 bytes from 192.168.6.31: icmp_seq=215 ttl=63 time=1.86 ms
1731067878.875819743: 64 bytes from 192.168.6.31: icmp_seq=217 ttl=63 time=2.37 ms
1731067879.376605443: 64 bytes from 192.168.6.31: icmp_seq=218 ttl=63 time=1.87 ms
1731067879.879540315: 64 bytes from 192.168.6.31: icmp_seq=219 ttl=63 time=2.28 ms
1731067880.379950590: 64 bytes from 192.168.6.31: icmp_seq=220 ttl=63 time=2.70 ms
1731067880.880860517: 64 bytes from 192.168.6.31: icmp_seq=221 ttl=63 time=2.51 ms
1731067881.381646255: 64 bytes from 192.168.6.31: icmp_seq=222 ttl=63 time=3.30 ms
1731067881.881791756: 64 bytes from 192.168.6.31: icmp_seq=223 ttl=63 time=2.31 ms
1731067882.382699774: 64 bytes from 192.168.6.31: icmp_seq=224 ttl=63 time=1.77 ms
1731067882.885138114: 64 bytes from 192.168.6.31: icmp_seq=225 ttl=63 time=2.63 ms
1731067883.385438497: 64 bytes from 192.168.6.31: icmp_seq=226 ttl=63 time=1.81 ms
1731067883.886762006: 64 bytes from 192.168.6.31: icmp_seq=227 ttl=63 time=1.71 ms
1731067884.388596437: 64 bytes from 192.168.6.31: icmp_seq=228 ttl=63 time=2.55 ms
1731067884.888596248: 64 bytes from 192.168.6.31: icmp_seq=229 ttl=63 time=1.68 ms
1731067885.389709219: 64 bytes from 192.168.6.31: icmp_seq=230 ttl=63 time=1.58 ms
1731067885.892200738: 64 bytes from 192.168.6.31: icmp_seq=231 ttl=63 time=2.90 ms
1731067886.398985159: 64 bytes from 192.168.6.31: icmp_seq=232 ttl=63 time=7.60 ms
1731067886.893972623: 64 bytes from 192.168.6.31: icmp_seq=233 ttl=63 time=1.56 ms
1731067887.396029022: 64 bytes from 192.168.6.31: icmp_seq=234 ttl=63 time=2.38 ms
1731067887.895554499: 64 bytes from 192.168.6.31: icmp_seq=235 ttl=63 time=1.53 ms
1731067888.396827744: 64 bytes from 192.168.6.31: icmp_seq=236 ttl=63 time=1.58 ms
1731067888.898090161: 64 bytes from 192.168.6.31: icmp_seq=237 ttl=63 time=1.91 ms
1731067889.399490708: 64 bytes from 192.168.6.31: icmp_seq=238 ttl=63 time=1.77 ms
1731067889.900653265: 64 bytes from 192.168.6.31: icmp_seq=239 ttl=63 time=1.39 ms
1731067890.402029243: 64 bytes from 192.168.6.31: icmp_seq=240 ttl=63 time=2.03 ms
1731067890.906996015: 64 bytes from 192.168.6.31: icmp_seq=241 ttl=63 time=5.54 ms
1731067891.404329588: 64 bytes from 192.168.6.31: icmp_seq=242 ttl=63 time=1.99 ms
1731067891.903645115: 64 bytes from 192.168.6.31: icmp_seq=243 ttl=63 time=1.45 ms
1731067892.923811907: 64 bytes from 192.168.6.31: icmp_seq=245 ttl=63 time=1.94 ms
1731067893.447620491: 64 bytes from 192.168.6.31: icmp_seq=246 ttl=63 time=1.71 ms
1731067893.925220176: 64 bytes from 192.168.6.31: icmp_seq=247 ttl=63 time=2.68 ms
1731067894.425230630: 64 bytes from 192.168.6.31: icmp_seq=248 ttl=63 time=1.70 ms
1731067894.925808415: 64 bytes from 192.168.6.31: icmp_seq=249 ttl=63 time=1.30 ms
1731067895.427181783: 64 bytes from 192.168.6.31: icmp_seq=250 ttl=63 time=2.05 ms
1731067895.927505300: 64 bytes from 192.168.6.31: icmp_seq=251 ttl=63 time=1.55 ms
1731067896.434137127: 64 bytes from 192.168.6.31: icmp_seq=252 ttl=63 time=6.72 ms
1731067896.930501326: 64 bytes from 192.168.6.31: icmp_seq=253 ttl=63 time=2.19 ms
1731067897.432313937: 64 bytes from 192.168.6.31: icmp_seq=254 ttl=63 time=2.78 ms
1731067897.933796851: 64 bytes from 192.168.6.31: icmp_seq=255 ttl=63 time=2.84 ms
1731067898.432592246: 64 bytes from 192.168.6.31: icmp_seq=256 ttl=63 time=1.83 ms
1731067898.936385823: 64 bytes from 192.168.6.31: icmp_seq=257 ttl=63 time=3.94 ms
1731067899.434631343: 64 bytes from 192.168.6.31: icmp_seq=258 ttl=63 time=2.25 ms
1731067899.935737200: 64 bytes from 192.168.6.31: icmp_seq=259 ttl=63 time=1.73 ms
1731067900.437409224: 64 bytes from 192.168.6.31: icmp_seq=260 ttl=63 time=2.08 ms
1731067900.941036993: 64 bytes from 192.168.6.31: icmp_seq=261 ttl=63 time=5.10 ms
1731067901.438068095: 64 bytes from 192.168.6.31: icmp_seq=262 ttl=63 time=1.49 ms
1731067901.940574154: 64 bytes from 192.168.6.31: icmp_seq=263 ttl=63 time=2.37 ms
1731067902.440569722: 64 bytes from 192.168.6.31: icmp_seq=264 ttl=63 time=1.66 ms
1731067903.046443756: 64 bytes from 192.168.6.31: icmp_seq=265 ttl=63 time=106 ms
1731067903.442349876: 64 bytes from 192.168.6.31: icmp_seq=266 ttl=63 time=2.20 ms
1731067903.942414159: 64 bytes from 192.168.6.31: icmp_seq=267 ttl=63 time=1.70 ms
1731067904.444362357: 64 bytes from 192.168.6.31: icmp_seq=268 ttl=63 time=2.11 ms
1731067904.944326157: 64 bytes from 192.168.6.31: icmp_seq=269 ttl=63 time=1.72 ms
1731067905.447207353: 64 bytes from 192.168.6.31: icmp_seq=270 ttl=63 time=4.59 ms
1731067905.946671674: 64 bytes from 192.168.6.31: icmp_seq=271 ttl=63 time=2.91 ms
1731067906.446841092: 64 bytes from 192.168.6.31: icmp_seq=272 ttl=63 time=1.66 ms
1731067906.948815877: 64 bytes from 192.168.6.31: icmp_seq=273 ttl=63 time=2.20 ms
1731067907.450868695: 64 bytes from 192.168.6.31: icmp_seq=274 ttl=63 time=2.60 ms
1731067907.951643356: 64 bytes from 192.168.6.31: icmp_seq=275 ttl=63 time=1.99 ms
1731067908.454004687: 64 bytes from 192.168.6.31: icmp_seq=276 ttl=63 time=3.82 ms
1731067909.014145315: 64 bytes from 192.168.6.31: icmp_seq=277 ttl=63 time=25.2 ms
1731067909.452614136: 64 bytes from 192.168.6.31: icmp_seq=278 ttl=63 time=1.38 ms
1731067909.954673180: 64 bytes from 192.168.6.31: icmp_seq=279 ttl=63 time=2.19 ms
1731067910.461667951: 64 bytes from 192.168.6.31: icmp_seq=280 ttl=63 time=9.09 ms
1731067910.955467867: 64 bytes from 192.168.6.31: icmp_seq=281 ttl=63 time=1.95 ms
1731067911.455322980: 64 bytes from 192.168.6.31: icmp_seq=282 ttl=63 time=1.64 ms
1731067911.957843456: 64 bytes from 192.168.6.31: icmp_seq=283 ttl=63 time=2.30 ms
1731067912.457667772: 64 bytes from 192.168.6.31: icmp_seq=284 ttl=63 time=2.08 ms
1731067912.958260701: 64 bytes from 192.168.6.31: icmp_seq=285 ttl=63 time=1.34 ms
1731067913.460959965: 64 bytes from 192.168.6.31: icmp_seq=286 ttl=63 time=3.13 ms
