1731067770.397859045: PING 192.168.6.31 (192.168.6.31) 56(84) bytes of data.
1731067787.932334599: 64 bytes from 192.168.6.31: icmp_seq=36 ttl=63 time=1.89 ms
1731067788.434442501: 64 bytes from 192.168.6.31: icmp_seq=37 ttl=63 time=2.33 ms
1731067788.934634879: 64 bytes from 192.168.6.31: icmp_seq=38 ttl=63 time=1.50 ms
1731067789.435290665: 64 bytes from 192.168.6.31: icmp_seq=39 ttl=63 time=1.48 ms
1731067789.938473007: 64 bytes from 192.168.6.31: icmp_seq=40 ttl=63 time=3.30 ms
1731067790.438001783: 64 bytes from 192.168.6.31: icmp_seq=41 ttl=63 time=1.87 ms
1731067790.939904179: 64 bytes from 192.168.6.31: icmp_seq=42 ttl=63 time=2.18 ms
1731067791.440318802: 64 bytes from 192.168.6.31: icmp_seq=43 ttl=63 time=1.79 ms
1731067791.942693715: 64 bytes from 192.168.6.31: icmp_seq=44 ttl=63 time=2.27 ms
1731067792.443056239: 64 bytes from 192.168.6.31: icmp_seq=45 ttl=63 time=2.32 ms
1731067792.943405807: 64 bytes from 192.168.6.31: icmp_seq=46 ttl=63 time=1.67 ms
1731067793.445298741: 64 bytes from 192.168.6.31: icmp_seq=47 ttl=63 time=2.28 ms
1731067793.945894626: 64 bytes from 192.168.6.31: icmp_seq=48 ttl=63 time=2.43 ms
1731067794.446990901: 64 bytes from 192.168.6.31: icmp_seq=49 ttl=63 time=1.64 ms
1731067794.956395131: 64 bytes from 192.168.6.31: icmp_seq=50 ttl=63 time=10.3 ms
1731067795.448834853: 64 bytes from 192.168.6.31: icmp_seq=51 ttl=63 time=1.76 ms
1731067795.948676707: 64 bytes from 192.168.6.31: icmp_seq=52 ttl=63 time=1.56 ms
1731067796.451358993: 64 bytes from 192.168.6.31: icmp_seq=53 ttl=63 time=2.72 ms
1731067796.951540433: 64 bytes from 192.168.6.31: icmp_seq=54 ttl=63 time=1.47 ms
1731067797.452831317: 64 bytes from 192.168.6.31: icmp_seq=55 ttl=63 time=1.83 ms
1731067797.952745991: 64 bytes from 192.168.6.31: icmp_seq=56 ttl=63 time=1.64 ms
1731067798.454004222: 64 bytes from 192.168.6.31: icmp_seq=57 ttl=63 time=1.80 ms
1731067798.955158013: 64 bytes from 192.168.6.31: icmp_seq=58 ttl=63 time=1.97 ms
1731067799.461530915: 64 bytes from 192.168.6.31: icmp_seq=59 ttl=63 time=7.65 ms
1731067799.957509722: 64 bytes from 192.168.6.31: icmp_seq=60 ttl=63 time=2.25 ms
1731067800.457822605: 64 bytes from 192.168.6.31: icmp_seq=61 ttl=63 time=2.22 ms
1731067800.959412842: 64 bytes from 192.168.6.31: icmp_seq=62 ttl=63 time=1.97 ms
1731067801.460084348: 64 bytes from 192.168.6.31: icmp_seq=63 ttl=63 time=2.42 ms
1731067801.960597291: 64 bytes from 192.168.6.31: icmp_seq=64 ttl=63 time=1.71 ms
1731067802.461635752: 64 bytes from 192.168.6.31: icmp_seq=65 ttl=63 time=1.54 ms
1731067802.963814309: 64 bytes from 192.168.6.31: icmp_seq=66 ttl=63 time=2.37 ms
1731067803.463991057: 64 bytes from 192.168.6.31: icmp_seq=67 ttl=63 time=1.63 ms
1731067803.967657820: 64 bytes from 192.168.6.31: icmp_seq=68 ttl=63 time=4.30 ms
1731067804.466675429: 64 bytes from 192.168.6.31: icmp_seq=69 ttl=63 time=3.19 ms
1731067804.967273275: 64 bytes from 192.168.6.31: icmp_seq=70 ttl=63 time=1.93 ms
1731067805.467678436: 64 bytes from 192.168.6.31: icmp_seq=71 ttl=63 time=2.35 ms
1731067805.967640057: 64 bytes from 192.168.6.31: icmp_seq=72 ttl=63 time=1.67 ms
1731067806.469082005: 64 bytes from 192.168.6.31: icmp_seq=73 ttl=63 time=2.27 ms
1731067806.970353624: 64 bytes from 192.168.6.31: icmp_seq=74 ttl=63 time=2.06 ms
1731067807.470463072: 64 bytes from 192.168.6.31: icmp_seq=75 ttl=63 time=1.63 ms
1731067807.973353345: 64 bytes from 192.168.6.31: icmp_seq=76 ttl=63 time=3.41 ms
1731067808.475281392: 64 bytes from 192.168.6.31: icmp_seq=77 ttl=63 time=4.49 ms
1731067808.973144667: 64 bytes from 192.168.6.31: icmp_seq=78 ttl=63 time=1.36 ms
1731067809.475090843: 64 bytes from 192.168.6.31: icmp_seq=79 ttl=63 time=1.98 ms
1731067809.975764830: 64 bytes from 192.168.6.31: icmp_seq=80 ttl=63 time=2.54 ms
1731067810.476284090: 64 bytes from 192.168.6.31: icmp_seq=81 ttl=63 time=1.71 ms
1731067810.978366449: 64 bytes from 192.168.6.31: icmp_seq=82 ttl=63 time=1.91 ms
1731067811.478589545: 64 bytes from 192.168.6.31: icmp_seq=83 ttl=63 time=1.77 ms
1731067811.980146694: 64 bytes from 192.168.6.31: icmp_seq=84 ttl=63 time=1.69 ms
1731067812.480432483: 64 bytes from 192.168.6.31: icmp_seq=85 ttl=63 time=1.62 ms
1731067812.982215539: 64 bytes from 192.168.6.31: icmp_seq=86 ttl=63 time=1.79 ms
1731067813.490644715: 64 bytes from 192.168.6.31: icmp_seq=87 ttl=63 time=9.62 ms
1731067813.984244273: 64 bytes from 192.168.6.31: icmp_seq=88 ttl=63 time=1.73 ms
1731067814.485518426: 64 bytes from 192.168.6.31: icmp_seq=89 ttl=63 time=2.40 ms
1731067814.987016949: 64 bytes from 192.168.6.31: icmp_seq=90 ttl=63 time=2.61 ms
1731067815.487184152: 64 bytes from 192.168.6.31: icmp_seq=91 ttl=63 time=1.80 ms
1731067815.988511556: 64 bytes from 192.168.6.31: icmp_seq=92 ttl=63 time=2.12 ms
1731067816.489184706: 64 bytes from 192.168.6.31: icmp_seq=93 ttl=63 time=2.08 ms
1731067816.989735269: 64 bytes from 192.168.6.31: icmp_seq=94 ttl=63 time=1.74 ms
1731067817.492814338: 64 bytes from 192.168.6.31: icmp_seq=95 ttl=63 time=3.45 ms
1731067817.996686921: 64 bytes from 192.168.6.31: icmp_seq=96 ttl=63 time=6.24 ms
1731067818.492844609: 64 bytes from 192.168.6.31: icmp_seq=97 ttl=63 time=1.59 ms
1731067818.995361499: 64 bytes from 192.168.6.31: icmp_seq=98 ttl=63 time=2.54 ms
1731067819.494917192: 64 bytes from 192.168.6.31: icmp_seq=99 ttl=63 time=1.71 ms
1731067819.996691681: 64 bytes from 192.168.6.31: icmp_seq=100 ttl=63 time=1.49 ms
1731067820.497444619: 64 bytes from 192.168.6.31: icmp_seq=101 ttl=63 time=1.91 ms
1731067820.998401230: 64 bytes from 192.168.6.31: icmp_seq=102 ttl=63 time=1.82 ms
1731067821.500123220: 64 bytes from 192.168.6.31: icmp_seq=103 ttl=63 time=1.64 ms
1731067822.000793544: 64 bytes from 192.168.6.31: icmp_seq=104 ttl=63 time=1.63 ms
1731067822.502648385: 64 bytes from 192.168.6.31: icmp_seq=105 ttl=63 time=2.04 ms
1731067823.003339462: 64 bytes from 192.168.6.31: icmp_seq=106 ttl=63 time=2.70 ms
1731067823.503240320: 64 bytes from 192.168.6.31: icmp_seq=107 ttl=63 time=2.20 ms
1731067824.004740392: 64 bytes from 192.168.6.31: icmp_seq=108 ttl=63 time=2.82 ms
1731067824.503009683: 64 bytes from 192.168.6.31: icmp_seq=109 ttl=63 time=1.58 ms
1731067825.005343446: 64 bytes from 192.168.6.31: icmp_seq=110 ttl=63 time=1.94 ms
1731067825.505950405: 64 bytes from 192.168.6.31: icmp_seq=111 ttl=63 time=2.41 ms
1731067826.006830065: 64 bytes from 192.168.6.31: icmp_seq=112 ttl=63 time=2.02 ms
1731067826.507441991: 64 bytes from 192.168.6.31: icmp_seq=113 ttl=63 time=2.59 ms
1731067827.007658786: 64 bytes from 192.168.6.31: icmp_seq=114 ttl=63 time=1.65 ms
1731067827.509360894: 64 bytes from 192.168.6.31: icmp_seq=115 ttl=63 time=2.27 ms
1731067828.009915130: 64 bytes from 192.168.6.31: icmp_seq=116 ttl=63 time=2.07 ms
1731067828.511365560: 64 bytes from 192.168.6.31: icmp_seq=117 ttl=63 time=1.59 ms
1731067829.012879964: 64 bytes from 192.168.6.31: icmp_seq=118 ttl=63 time=2.98 ms
1731067829.512711321: 64 bytes from 192.168.6.31: icmp_seq=119 ttl=63 time=1.86 ms
1731067830.014146219: 64 bytes from 192.168.6.31: icmp_seq=120 ttl=63 time=1.59 ms
1731067830.515568622: 64 bytes from 192.168.6.31: icmp_seq=121 ttl=63 time=2.39 ms
1731067831.016407078: 64 bytes from 192.168.6.31: icmp_seq=122 ttl=63 time=1.68 ms
1731067831.517233979: 64 bytes from 192.168.6.31: icmp_seq=123 ttl=63 time=1.38 ms
1731067832.025738352: 64 bytes from 192.168.6.31: icmp_seq=124 ttl=63 time=8.67 ms
1731067832.520121720: 64 bytes from 192.168.6.31: icmp_seq=125 ttl=63 time=1.64 ms
1731067833.020293275: 64 bytes from 192.168.6.31: icmp_seq=126 ttl=63 time=1.52 ms
1731067833.522887752: 64 bytes from 192.168.6.31: icmp_seq=127 ttl=63 time=2.35 ms
1731067834.023092688: 64 bytes from 192.168.6.31: icmp_seq=128 ttl=63 time=1.56 ms
1731067834.525007020: 64 bytes from 192.168.6.31: icmp_seq=129 ttl=63 time=2.00 ms
1731067835.026622977: 64 bytes from 192.168.6.31: icmp_seq=130 ttl=63 time=2.12 ms
1731067835.527412731: 64 bytes from 192.168.6.31: icmp_seq=131 ttl=63 time=1.51 ms
1731067836.028471895: 64 bytes from 192.168.6.31: icmp_seq=132 ttl=63 time=1.54 ms
1731067836.530978745: 64 bytes from 192.168.6.31: icmp_seq=133 ttl=63 time=2.72 ms
1731067837.030458503: 64 bytes from 192.168.6.31: icmp_seq=134 ttl=63 time=1.68 ms
1731067837.531952933: 64 bytes from 192.168.6.31: icmp_seq=135 ttl=63 time=2.36 ms
1731067838.032728977: 64 bytes from 192.168.6.31: icmp_seq=136 ttl=63 time=1.60 ms
1731067838.535153273: 64 bytes from 192.168.6.31: icmp_seq=137 ttl=63 time=3.06 ms
1731067839.035914645: 64 bytes from 192.168.6.31: icmp_seq=138 ttl=63 time=3.10 ms
1731067839.536090318: 64 bytes from 192.168.6.31: icmp_seq=139 ttl=63 time=2.50 ms
1731067840.038711461: 64 bytes from 192.168.6.31: icmp_seq=140 ttl=63 time=3.90 ms
1731067840.539959125: 64 bytes from 192.168.6.31: icmp_seq=141 ttl=63 time=3.68 ms
1731067841.040552876: 64 bytes from 192.168.6.31: icmp_seq=142 ttl=63 time=2.62 ms
1731067841.550230316: 64 bytes from 192.168.6.31: icmp_seq=143 ttl=63 time=11.0 ms
1731067842.041292891: 64 bytes from 192.168.6.31: icmp_seq=144 ttl=63 time=1.79 ms
1731067842.542397407: 64 bytes from 192.168.6.31: icmp_seq=145 ttl=63 time=1.49 ms
1731067843.044417179: 64 bytes from 192.168.6.31: icmp_seq=146 ttl=63 time=2.23 ms
1731067843.545140170: 64 bytes from 192.168.6.31: icmp_seq=147 ttl=63 time=1.76 ms
1731067844.046065387: 64 bytes from 192.168.6.31: icmp_seq=148 ttl=63 time=1.49 ms
1731067844.548110348: 64 bytes from 192.168.6.31: icmp_seq=149 ttl=63 time=2.75 ms
1731067845.047808693: 64 bytes from 192.168.6.31: icmp_seq=150 ttl=63 time=1.61 ms
1731067845.548989587: 64 bytes from 192.168.6.31: icmp_seq=151 ttl=63 time=1.57 ms
1731067846.055042157: 64 bytes from 192.168.6.31: icmp_seq=152 ttl=63 time=6.52 ms
1731067846.551119562: 64 bytes from 192.168.6.31: icmp_seq=153 ttl=63 time=1.53 ms
1731067847.052694767: 64 bytes from 192.168.6.31: icmp_seq=154 ttl=63 time=2.23 ms
1731067847.552670603: 64 bytes from 192.168.6.31: icmp_seq=155 ttl=63 time=1.50 ms
1731067848.054159883: 64 bytes from 192.168.6.31: icmp_seq=156 ttl=63 time=2.02 ms
1731067848.554891843: 64 bytes from 192.168.6.31: icmp_seq=157 ttl=63 time=2.28 ms
1731067849.056382838: 64 bytes from 192.168.6.31: icmp_seq=158 ttl=63 time=1.77 ms
1731067849.557414225: 64 bytes from 192.168.6.31: icmp_seq=159 ttl=63 time=2.30 ms
1731067850.058838273: 64 bytes from 192.168.6.31: icmp_seq=160 ttl=63 time=2.39 ms
1731067850.558926240: 64 bytes from 192.168.6.31: icmp_seq=161 ttl=63 time=2.15 ms
1731067851.059810806: 64 bytes from 192.168.6.31: icmp_seq=162 ttl=63 time=2.29 ms
1731067851.560847899: 64 bytes from 192.168.6.31: icmp_seq=163 ttl=63 time=1.86 ms
1731067852.061766345: 64 bytes from 192.168.6.31: icmp_seq=164 ttl=63 time=1.67 ms
1731067852.563850573: 64 bytes from 192.168.6.31: icmp_seq=165 ttl=63 time=2.13 ms
1731067853.063647508: 64 bytes from 192.168.6.31: icmp_seq=166 ttl=63 time=1.36 ms
1731067853.564807874: 64 bytes from 192.168.6.31: icmp_seq=167 ttl=63 time=1.35 ms
1731067854.066220074: 64 bytes from 192.168.6.31: icmp_seq=168 ttl=63 time=1.86 ms
1731067854.566109752: 64 bytes from 192.168.6.31: icmp_seq=169 ttl=63 time=2.07 ms
1731067855.066891691: 64 bytes from 192.168.6.31: icmp_seq=170 ttl=63 time=3.25 ms
1731067855.566561832: 64 bytes from 192.168.6.31: icmp_seq=171 ttl=63 time=1.95 ms
1731067856.070758523: 64 bytes from 192.168.6.31: icmp_seq=172 ttl=63 time=5.26 ms
1731067856.567273864: 64 bytes from 192.168.6.31: icmp_seq=173 ttl=63 time=1.39 ms
1731067857.068941737: 64 bytes from 192.168.6.31: icmp_seq=174 ttl=63 time=1.59 ms
1731067857.570126380: 64 bytes from 192.168.6.31: icmp_seq=175 ttl=63 time=2.16 ms
1731067858.070397297: 64 bytes from 192.168.6.31: icmp_seq=176 ttl=63 time=1.99 ms
1731067858.571750549: 64 bytes from 192.168.6.31: icmp_seq=177 ttl=63 time=2.45 ms
1731067859.072661991: 64 bytes from 192.168.6.31: icmp_seq=178 ttl=63 time=1.53 ms
1731067859.574772254: 64 bytes from 192.168.6.31: icmp_seq=179 ttl=63 time=2.31 ms
1731067860.082752634: 64 bytes from 192.168.6.31: icmp_seq=180 ttl=63 time=9.54 ms
1731067860.575412292: 64 bytes from 192.168.6.31: icmp_seq=181 ttl=63 time=1.68 ms
1731067861.076634700: 64 bytes from 192.168.6.31: icmp_seq=182 ttl=63 time=2.07 ms
1731067861.578508598: 64 bytes from 192.168.6.31: icmp_seq=183 ttl=63 time=2.37 ms
1731067862.078330809: 64 bytes from 192.168.6.31: icmp_seq=184 ttl=63 time=1.70 ms
1731067862.580886059: 64 bytes from 192.168.6.31: icmp_seq=185 ttl=63 time=2.68 ms
1731067863.080717528: 64 bytes from 192.168.6.31: icmp_seq=186 ttl=63 time=1.90 ms
1731067863.581926757: 64 bytes from 192.168.6.31: icmp_seq=187 ttl=63 time=1.60 ms
1731067864.084398084: 64 bytes from 192.168.6.31: icmp_seq=188 ttl=63 time=2.20 ms
1731067864.588798888: 64 bytes from 192.168.6.31: icmp_seq=189 ttl=63 time=7.11 ms
1731067865.085113905: 64 bytes from 192.168.6.31: icmp_seq=190 ttl=63 time=1.63 ms
1731067865.586895956: 64 bytes from 192.168.6.31: icmp_seq=191 ttl=63 time=2.02 ms
1731067866.087031345: 64 bytes from 192.168.6.31: icmp_seq=192 ttl=63 time=1.89 ms
1731067866.587926115: 64 bytes from 192.168.6.31: icmp_seq=193 ttl=63 time=2.48 ms
1731067867.088233079: 64 bytes from 192.168.6.31: icmp_seq=194 ttl=63 time=1.82 ms
1731067867.589929433: 64 bytes from 192.168.6.31: icmp_seq=195 ttl=63 time=2.27 ms
1731067868.091570529: 64 bytes from 192.168.6.31: icmp_seq=196 ttl=63 time=2.62 ms
1731067868.592153766: 64 bytes from 192.168.6.31: icmp_seq=197 ttl=63 time=2.12 ms
1731067869.095596503: 64 bytes from 192.168.6.31: icmp_seq=198 ttl=63 time=5.44 ms
1731067869.594004757: 64 bytes from 192.168.6.31: icmp_seq=199 ttl=63 time=2.55 ms
1731067870.094007355: 64 bytes from 192.168.6.31: icmp_seq=200 ttl=63 time=1.76 ms
1731067870.596335453: 64 bytes from 192.168.6.31: icmp_seq=201 ttl=63 time=2.74 ms
1731067871.096558229: 64 bytes from 192.168.6.31: icmp_seq=202 ttl=63 time=1.88 ms
1731067871.598548753: 64 bytes from 192.168.6.31: icmp_seq=203 ttl=63 time=1.75 ms
1731067872.101261360: 64 bytes from 192.168.6.31: icmp_seq=204 ttl=63 time=2.82 ms
1731067872.600665425: 64 bytes from 192.168.6.31: icmp_seq=205 ttl=63 time=1.98 ms
1731067873.100419172: 64 bytes from 192.168.6.31: icmp_seq=206 ttl=63 time=1.64 ms
1731067873.601706010: 64 bytes from 192.168.6.31: icmp_seq=207 ttl=63 time=1.80 ms
1731067874.110314377: 64 bytes from 192.168.6.31: icmp_seq=208 ttl=63 time=8.96 ms
1731067874.604556131: 64 bytes from 192.168.6.31: icmp_seq=209 ttl=63 time=2.49 ms
1731067875.104152879: 64 bytes from 192.168.6.31: icmp_seq=210 ttl=63 time=1.56 ms
1731067875.605733980: 64 bytes from 192.168.6.31: icmp_seq=211 ttl=63 time=2.16 ms
1731067876.107003951: 64 bytes from 192.168.6.31: icmp_seq=212 ttl=63 time=2.34 ms
1731067876.606929297: 64 bytes from 192.168.6.31: icmp_seq=213 ttl=63 time=1.87 ms
1731067877.108908518: 64 bytes from 192.168.6.31: icmp_seq=214 ttl=63 time=2.22 ms
1731067877.609329354: 64 bytes from 192.168.6.31: icmp_seq=215 ttl=63 time=2.10 ms
1731067878.109661488: 64 bytes from 192.168.6.31: icmp_seq=216 ttl=63 time=1.75 ms
1731067878.618160256: 64 bytes from 192.168.6.31: icmp_seq=217 ttl=63 time=9.05 ms
1731067879.112341191: 64 bytes from 192.168.6.31: icmp_seq=218 ttl=63 time=1.60 ms
1731067879.613606621: 64 bytes from 192.168.6.31: icmp_seq=219 ttl=63 time=1.60 ms
1731067880.115219991: 64 bytes from 192.168.6.31: icmp_seq=220 ttl=63 time=2.19 ms
1731067880.615466890: 64 bytes from 192.168.6.31: icmp_seq=221 ttl=63 time=1.43 ms
1731067881.119066041: 64 bytes from 192.168.6.31: icmp_seq=222 ttl=63 time=1.60 ms
1731067881.619964875: 64 bytes from 192.168.6.31: icmp_seq=223 ttl=63 time=2.40 ms
1731067882.119818670: 64 bytes from 192.168.6.31: icmp_seq=224 ttl=63 time=1.69 ms
1731067882.620559295: 64 bytes from 192.168.6.31: icmp_seq=225 ttl=63 time=1.56 ms
1731067883.124622956: 64 bytes from 192.168.6.31: icmp_seq=226 ttl=63 time=4.53 ms
1731067883.622687389: 64 bytes from 192.168.6.31: icmp_seq=227 ttl=63 time=1.69 ms
1731067884.124445544: 64 bytes from 192.168.6.31: icmp_seq=228 ttl=63 time=1.60 ms
1731067884.626348997: 64 bytes from 192.168.6.31: icmp_seq=229 ttl=63 time=2.34 ms
1731067885.126086249: 64 bytes from 192.168.6.31: icmp_seq=230 ttl=63 time=1.90 ms
1731067885.627727162: 64 bytes from 192.168.6.31: icmp_seq=231 ttl=63 time=1.98 ms
1731067886.128362406: 64 bytes from 192.168.6.31: icmp_seq=232 ttl=63 time=1.55 ms
1731067886.629193735: 64 bytes from 192.168.6.31: icmp_seq=233 ttl=63 time=2.26 ms
1731067887.130439372: 64 bytes from 192.168.6.31: icmp_seq=234 ttl=63 time=2.40 ms
1731067887.631861985: 64 bytes from 192.168.6.31: icmp_seq=235 ttl=63 time=1.63 ms
1731067888.141456458: 64 bytes from 192.168.6.31: icmp_seq=236 ttl=63 time=10.5 ms
1731067888.634802954: 64 bytes from 192.168.6.31: icmp_seq=237 ttl=63 time=2.20 ms
1731067889.134388583: 64 bytes from 192.168.6.31: icmp_seq=238 ttl=63 time=1.78 ms
1731067889.636633425: 64 bytes from 192.168.6.31: icmp_seq=239 ttl=63 time=2.75 ms
1731067890.138300014: 64 bytes from 192.168.6.31: icmp_seq=240 ttl=63 time=2.30 ms
1731067890.637884196: 64 bytes from 192.168.6.31: icmp_seq=241 ttl=63 time=1.29 ms
1731067891.140374296: 64 bytes from 192.168.6.31: icmp_seq=242 ttl=63 time=2.35 ms
1731067891.640230627: 64 bytes from 192.168.6.31: icmp_seq=243 ttl=63 time=1.75 ms
1731067892.142256358: 64 bytes from 192.168.6.31: icmp_seq=244 ttl=63 time=1.51 ms
1731067892.646601665: 64 bytes from 192.168.6.31: icmp_seq=245 ttl=63 time=5.39 ms
1731067893.143857441: 64 bytes from 192.168.6.31: icmp_seq=246 ttl=63 time=1.38 ms
1731067893.644771251: 64 bytes from 192.168.6.31: icmp_seq=247 ttl=63 time=1.41 ms
1731067894.148108735: 64 bytes from 192.168.6.31: icmp_seq=248 ttl=63 time=2.74 ms
1731067894.646263097: 64 bytes from 192.168.6.31: icmp_seq=249 ttl=63 time=1.73 ms
1731067895.148112537: 64 bytes from 192.168.6.31: icmp_seq=250 ttl=63 time=1.67 ms
1731067895.649086771: 64 bytes from 192.168.6.31: icmp_seq=251 ttl=63 time=1.93 ms
1731067896.150739968: 64 bytes from 192.168.6.31: icmp_seq=252 ttl=63 time=1.61 ms
1731067896.652446676: 64 bytes from 192.168.6.31: icmp_seq=253 ttl=63 time=2.49 ms
1731067897.153798560: 64 bytes from 192.168.6.31: icmp_seq=254 ttl=63 time=2.02 ms
1731067897.658531046: 64 bytes from 192.168.6.31: icmp_seq=255 ttl=63 time=6.98 ms
1731067898.155459964: 64 bytes from 192.168.6.31: icmp_seq=256 ttl=63 time=2.14 ms
1731067898.654815025: 64 bytes from 192.168.6.31: icmp_seq=257 ttl=63 time=1.64 ms
1731067899.157353066: 64 bytes from 192.168.6.31: icmp_seq=258 ttl=63 time=2.22 ms
1731067899.657947822: 64 bytes from 192.168.6.31: icmp_seq=259 ttl=63 time=2.14 ms
1731067900.158669590: 64 bytes from 192.168.6.31: icmp_seq=260 ttl=63 time=1.83 ms
1731067900.660968533: 64 bytes from 192.168.6.31: icmp_seq=261 ttl=63 time=2.51 ms
1731067901.161315133: 64 bytes from 192.168.6.31: icmp_seq=262 ttl=63 time=1.98 ms
1731067901.660758190: 64 bytes from 192.168.6.31: icmp_seq=263 ttl=63 time=1.55 ms
1731067902.169965714: 64 bytes from 192.168.6.31: icmp_seq=264 ttl=63 time=9.62 ms
1731067902.724212053: 64 bytes from 192.168.6.31: icmp_seq=265 ttl=63 time=34.4 ms
1731067903.166837674: 64 bytes from 192.168.6.31: icmp_seq=266 ttl=63 time=2.10 ms
1731067903.668161668: 64 bytes from 192.168.6.31: icmp_seq=267 ttl=63 time=2.65 ms
1731067904.167899345: 64 bytes from 192.168.6.31: icmp_seq=268 ttl=63 time=1.96 ms
1731067904.668541736: 64 bytes from 192.168.6.31: icmp_seq=269 ttl=63 time=1.57 ms
1731067905.169551003: 64 bytes from 192.168.6.31: icmp_seq=270 ttl=63 time=2.07 ms
1731067905.670435087: 64 bytes from 192.168.6.31: icmp_seq=271 ttl=63 time=1.83 ms
1731067906.172112287: 64 bytes from 192.168.6.31: icmp_seq=272 ttl=63 time=2.38 ms
1731067906.674541100: 64 bytes from 192.168.6.31: icmp_seq=273 ttl=63 time=3.92 ms
1731067907.174532065: 64 bytes from 192.168.6.31: icmp_seq=274 ttl=63 time=1.90 ms
1731067907.675454447: 64 bytes from 192.168.6.31: icmp_seq=275 ttl=63 time=1.87 ms
1731067908.175843698: 64 bytes from 192.168.6.31: icmp_seq=276 ttl=63 time=1.44 ms
1731067908.678741456: 64 bytes from 192.168.6.31: icmp_seq=277 ttl=63 time=2.30 ms
1731067909.178533367: 64 bytes from 192.168.6.31: icmp_seq=278 ttl=63 time=2.17 ms
1731067909.679105360: 64 bytes from 192.168.6.31: icmp_seq=279 ttl=63 time=1.98 ms
1731067910.179606192: 64 bytes from 192.168.6.31: icmp_seq=280 ttl=63 time=2.29 ms
1731067910.680571107: 64 bytes from 192.168.6.31: icmp_seq=281 ttl=63 time=1.70 ms
1731067911.181444824: 64 bytes from 192.168.6.31: icmp_seq=282 ttl=63 time=1.58 ms
1731067911.688270547: 64 bytes from 192.168.6.31: icmp_seq=283 ttl=63 time=7.47 ms
1731067912.183403128: 64 bytes from 192.168.6.31: icmp_seq=284 ttl=63 time=1.67 ms
